,AnnualizedReturn,AnnualizedVolatility,SharpeRatio,Beta,Alpha,VaR_95_Daily,VaR_99_Daily,CVaR_95_Daily,MaxDrawdown,MaxDrawdownDurationDays
EQUAL_WEIGHT_PORTFOLIO,0.22242502555940002,0.15427579889114845,1.0940178501098126,0.86142992300318,0.0994083800022942,0.014733117118266671,0.025037777226361267,0.02221357361565243,-0.19909097987315327,295
