Date,AAPL,AMZN,BAC,CVX,GOOGL,GS,JNJ,JPM,MSFT,NVDA,PFE,PG,UNH,WMT,XOM,^GSPC
2021-01-05,0.01236416033562815,0.010004358381754175,0.00765909656001007,0.02703349708637326,0.008064165871231488,0.022377416715502862,0.011757190400671247,0.005441271899318867,0.0009646616984912981,0.02220976371494987,0.010322895479299321,0.006385135575995626,-0.013447650847290382,-0.005322866581646268,0.04819277245765141,0.007082595157549276
2021-01-06,-0.033661798426095735,-0.024896614147709384,0.062458591812094566,0.03218401119985903,-0.009867506676332183,0.05396213841851538,0.009410354388436515,0.04695580597265958,-0.025929207516420583,-0.058952858428421906,-0.008604084398214695,0.010526281167293927,0.041966232680774596,0.006243510142086572,0.02551686744865478,0.005709842747752214
2021-01-07,0.03412311487117825,0.0075771277744003385,0.02208430840765674,0.004676860505070435,0.029868584447256374,0.021362318379159806,0.00337820133893052,0.032839400604820934,0.028457020633367858,0.05783043564035206,0.005153116547160774,-0.00934641447454898,0.01603244653570579,-6.833724826105225e-05,0.007845796120853565,0.014847403800101189
2021-01-08,0.008631227805230068,0.006495514374673217,-0.010042732793352105,0.009532392560084979,0.01323881170663821,-0.005382894879771505,-0.002057487224285115,0.0011039051796501997,0.006092706102079681,-0.0050398375713486265,0.0018887048970896991,-0.00043198714084791145,-0.0044922779922780265,-0.00013626456154547384,0.011120921650103366,0.005491862685268911
2021-01-11,-0.023248766955880407,-0.021519462280005563,0.016599794558289194,0.005709284660837088,-0.023105735551776196,0.012927356127255152,-0.004186460322629815,0.014924389319123321,-0.009698430648925838,0.025966393403015875,0.017236719241611187,-0.006772999002592983,-0.0072653092357439775,0.0045012850870358445,0.030356546579541233,-0.006554750898592476
2021-01-12,-0.0013954417113003492,0.002125797051401035,0.017841006038271656,0.01899537809259977,-0.01073849904508406,0.028519743597586356,-0.007780585915052929,0.01571885042326948,-0.011770703975068297,-0.010039173266718104,-0.015620657912440827,-0.005803648651418025,-0.009369183967638195,0.011405751742994186,0.022203505370154364,0.0004157884466327033
2021-01-13,0.016226679098222174,0.014438406874172749,-0.005941673906830092,-0.0009641171045334795,0.005651875013899632,0.002415468921548314,-0.0015179390755168942,0.0009271169544751157,0.006560282976394882,0.0034852053098501923,-0.008606734085655154,0.0015326774671255983,-0.006519975665117639,-0.010203245190333221,0.011277629451180937,0.0022756417379066196
2021-01-14,-0.015127305762930754,-0.012135545173177387,0.015839968675467775,0.02402142386941275,-0.009346058706629967,0.01627374669814463,0.01748058469918634,0.005841995632089869,-0.015346243854148733,-0.024497878579454735,-0.002984253749547694,-0.010636903287660315,-0.012702762502791787,-0.0032551910126003003,0.039033962429310565,-0.0037534511943366766
2021-01-15,-0.013730411437847367,-0.007424600125642833,-0.02883234553215952,-0.03560573952461843,-0.0019065189393895343,-0.022282035716628457,-0.0021786514079155106,-0.01792106766876478,-0.0017369956835675548,-0.02581403302737917,-0.0013606014056740667,-0.007510980538792511,0.002196938932392367,-0.015853682209784448,-0.048101886623563295,-0.007190027975370938
2021-01-19,0.005427183918583989,0.005318518294228358,-0.0072703141022711915,0.026278621106156086,0.03290667701719463,-0.02262337863250352,0.015470893232754301,-0.0043279653490212455,0.01782292302006727,0.012889383868180726,0.0008173359960448323,-0.008754899778297687,0.0025332302592635525,-0.008642323682355957,0.019837078918047535,0.008136379515524483
2021-01-20,0.03285600806492228,0.04570048462239673,-0.013121804727320718,0.009205405062240324,0.053573287933874614,-0.012678499649935948,-0.002457010509397839,-0.014995392593957546,0.036499478463964063,0.026141817535172862,-0.006261969967722991,-0.012500099320751135,-0.003833310450220506,0.014785039029665992,0.014127897927591171,0.013935625421946263
2021-01-21,0.036658115457500084,0.013363421550624865,-0.017625216122421627,-0.03533246877258178,0.0021700767678065613,-0.003787143018585404,-0.004003365998942576,-0.008384332177295062,0.0028084137638475504,0.03753986766657014,-0.000547899430505816,-0.0009837690737420912,0.011857331349619082,-0.004535931572270724,-0.02866956442677293,0.0003167233075522802
2021-01-22,0.016073960365492246,-0.00446331304512726,-0.006924747461846681,-0.003043053156607245,0.004463523030270533,6.883111339006653e-05,0.01125329310504064,-0.007713566893774004,0.00435610136418485,-0.011177276702866057,0.0019190785664295884,-0.007709297724972197,-0.02098589625492897,0.010217796854356642,-0.014134213427399511,-0.0030106116552376383
2021-01-25,0.02768392402571873,0.0005376354551673845,-0.01236135956819484,-0.009048218485561033,0.0009088937703769506,-0.021942664031599723,0.014857934659011196,-0.0124822477473715,0.015844209166635093,-0.004320984637042002,0.019972652836605764,0.017230959863139717,0.0007480863597535414,-0.0008885386912672599,-0.011174190611705104,0.0036158389430824833
2021-01-26,0.001679295353033794,0.009754137082109926,-0.007060588260634826,-0.016941853712407084,0.0072165191414388374,-0.004522039694842217,0.027111700798692295,-0.004086975629427392,0.012198793252323092,-0.01596676608974168,0.0008045523545472388,0.006427447975147382,-0.013513376616197004,0.008960243053511174,-0.0219617722766855,-0.0014888337468982327
2021-01-27,-0.007683748049061245,-0.02812581228312927,-0.035875673002873976,-0.012981135340110361,-0.046652177445596466,-0.02991942369050027,-0.015250954175580866,-0.028271789861747054,0.002453324848494365,-0.038518063344413545,-0.028678633320072033,-0.03538945290030193,-0.029494824190297697,-0.024879564988387948,-0.011336516620682913,-0.025677883699462
2021-01-28,-0.034985327342965666,0.0015591193708615059,0.01642635591974284,0.00929708256066597,0.018835152700207747,0.006183319699756273,0.007624619701158908,0.017597491084372363,0.025890889847726806,0.010315248816897604,0.00027900435639716115,0.015422947078122862,0.015496010913416125,-0.0006256396498572903,0.015656153954875185,0.009760625975629766
2021-01-29,-0.037420508939815966,-0.009704654514695155,-0.02209766395242374,-0.0429118442868639,-0.013943647756738287,-0.01399926025503484,-0.035646679771414336,-0.011067771579341024,-0.029171658860326355,-0.0046931888673227284,0.0011154979327927528,-0.016492814918596554,-0.013514678868219443,-0.022678450792338545,-0.026487255906813778,-0.019311475173124593
2021-02-01,0.016519710025024503,0.042629902924745666,0.010455373371442978,0.014202151731734336,0.0359591478928567,0.013128442168435228,-0.0025745923771004486,0.007383049428375088,0.033152265453352925,0.01903435479161608,-0.002785533472190571,0.005927750293238221,0.0012590558770930738,-0.008683948783005047,0.0017840203427479384,0.016051767614439383
2021-02-02,0.0063369948017653055,0.011104214562255077,0.0357141793823188,0.0075221896750410355,0.013760736026698472,0.044552871631478475,-0.008973239300698488,0.03078263915108903,-0.0005841997073867677,0.024155726143477052,-0.02262576970648822,-0.0013955982937999822,0.014131898793746656,0.01077058051591484,0.015805918726529145,0.013898223484416938
2021-02-03,-0.007778382072796575,-0.019961565909300982,0.017724828495015554,0.02182376796829666,0.07282498252731462,0.005505867441652601,-0.004650978647559256,0.011451181786733544,0.014571448273672738,-0.0019361991548190183,-0.004286931888703216,0.0012421526691961393,-0.0024503769928879704,0.0030547258753050865,0.039228472022588834,0.0010087690809532646
2021-02-04,0.025757962849863203,0.005575845147329783,0.029132564348931744,0.00044985801694119587,-0.0025499307225456125,0.018021445302848882,0.00928359847744109,0.023013245472482513,-0.004073972797236092,0.009884975575939592,0.0014349629201237946,0.0006206101401760034,-0.025363327438472694,0.009418881430645065,0.01919016703075549,0.010853322230420792
2021-02-05,-0.0030982878262069136,0.006349415177487883,-0.00400016521199098,0.002921357783138845,0.01714044513134816,-0.0008513397940813627,0.01518576720601894,-0.001953163802680291,0.0007850212610474028,-0.005360809282417778,0.0008597583175358192,0.0041851854505179364,-0.014605912429332069,0.012839876938453232,0.03351993856473978,0.003897495164625342
2021-02-08,0.0010967028171560145,-0.008713780773966562,0.022242979812586272,0.02487124327130963,-0.002063521530673129,0.022657580335843974,0.0028581105089926506,0.015654367470643082,0.0011148133795544357,0.06237586673560691,-0.002863636794496971,-0.003087259171944745,-0.0005237581451369433,0.004640894595470346,0.043042860843011566,0.007399348360373592
